Grande Pines Golf Club,6351 International Golf Club Rd,Orlando,FL,32821,28.4006989,-81.4626439
Dave's Grill,27996 438th Ave,Freeman,SD,57029,43.3304566,-97.4401684
Cheshire Hills Golf Course,3829 102nd Ave,Allegan,MI,49010,42.4425545,-85.9145619
Spirit Seminars,Po Box 18032,Fairfield,OH,45018,39.35,-84.56
Moorestown Field Club,629 Chester Ave,Moorestown,NJ,8057,39.9773724,-74.9441319
Skybrook Maintenance,14324 Eastfield Rd,Huntersville,NC,28078,35.3968389,-80.769261
Breakfast Hill Golf Club,339 Breakfast Hill Rd,Greenland,NH,3840,43.0119429,-70.8166399
Orange County Stony Ford Golf,211 State Route 416,Montgomery,NY,12549,41.5118083,-74.2526872
Child & Youth Svc,289 Independence Blvd Ste 245,Virginia Beach,VA,23462,36.8453798,-76.1390269
Champion Brands Llc,1001 Golden Dr,Clinton,MO,64735,38.3830873,-93.7671888
Forest Town Manager,128 N Powell St,Forest City,NC,28043,35.3340736,-81.8632081
Esamware,2375 Dumbarton Ave,Palo Alto,CA,94303,37.4698355,-122.1459527
Hearne Municipal Golf Course,405 Norwood Ln,Hearne,TX,77859,30.8843003,-96.5849609
River Hills Golf & Country Clb,3670 Cedar Creek Run,Little River,SC,29566,33.8803709,-78.6392581
Hills At Hernando Country Club,1000 Bradley Dr,Hernando,MS,38632,34.851923,-89.976161
Dexter Municipal Golf Course,35 Sunrise Ave,Dexter,ME,4930,45.0149557,-69.3059796
Eagle Trace Golfers Club,1100 Main St,Clearwater,MN,55320,45.4118097,-94.0425272
Fountain Valley Golf Club,2830 220th St W,Farmington,MN,55024,44.626951,-93.121551
Turtle Run Swimming Pool,332 E Liberty Ln,Danville,IL,61832,40.174732,-87.6177317
Sebring Municipal Golf Course,3118 Golfview Rd,Sebring,FL,33870,27.4745444,-81.466211
Riverpark Golf Ctr,41445 Avenue 9,Fresno,CA,93720,36.8816133,-119.7948057
Rivard Golf Course,18001 Rivard Blvd,Brooksville,FL,34604,28.46598,-82.4349561
Golf Club Of Indiana,6905 Cardinal Ln,Lebanon,IN,46052,39.9383242,-86.3691489
Bent Pine Golf Club,2480 Duck Lake Rd,Whitehall,MI,49461,43.3337176,-86.3043874
Optigolf Centers Llc,10 Commerce Dr,Victor,NY,14564,43.0210656,-77.4389093
Clarkston Golf & Country Club,1676 Elm St,Clarkston,WA,99403,46.4150082,-117.079084
River's Edge Golf Course,400 Nw Proshop Dr,Bend,OR,97703,44.0768576,-121.3165618
Emerson Golf Club,705 Grand Ave Ste 201,Ridgefield,NJ,7657,40.8396885,-74.0059838
Tara Hills Golf Course,1410 Western Hills Dr,Papillion,NE,68046,41.1758328,-96.0533429
Seabrook Island,1002 Landfall Way Unit A,Johns Island,SC,29455,32.5966112,-80.1624693
Glynns Creek Golf Course,19251 290th St,Long Grove,IA,52756,41.7218605,-90.5213177
Loudon Meadows Golf Club,11072 W State Route 18,Fostoria,OH,44830,41.1344965,-83.3824517
Links O'tryon,11250 New Cut Rd,Campobello,SC,29322,35.1113894,-82.2116527
Hebert Golf Course,1121 Mudd Ave,Lafayette,LA,70501,30.234855,-92.004872
Hillsview Golf Club,4201 Sd Highway 34,Pierre,SD,57501,44.3531314,-100.2989832
Oak Run Golf Club,4185 Lake Ave,Lockport,NY,14094,43.2141229,-78.6666813
Royal Meadows Golf Course,10501 E 47th St,Kansas City,MO,64133,39.0366626,-94.4553971
Houston Lake Country Club,100 Champions Way,Perry,GA,31069,32.5077382,-83.6627433
Micro Beef Technologies Ltd,720 S Tyler St Ste 300,Amarillo,TX,79101,35.20618,-101.8390019
Lone Pine Country Club,2755 Park Ave,Washington,PA,15301,40.1131649,-80.3000082
Grd Llc,10180 N Oracle Rd,Tucson,AZ,85704,32.3910403,-110.9628797
Timbercreek Golf Co Inc,9650 Timbercreek Blvd,Daphne,AL,36527,30.6694273,-87.8573477
Prince William Golf Course,14631 Vint Hill Rd,Nokesville,VA,20181,38.7487684,-77.6301049
Bayville Golf Ctr,4137 First Court Rd,Virginia Beach,VA,23455,36.9068011,-76.1009112
Mountain View Golf Course,27195 Se Kelso Rd,Boring,OR,97009,45.4186942,-122.3829177
Lake San Marcos Executive Golf,1556 Camino Del Arroyo,San Marcos,CA,92078,33.1210878,-117.2160567
Crescent Pointe Golf Club,1 Crescent Point Dr,Bluffton,SC,29910,32.2671097,-80.8468024
National Golf Links,276 Clubhouse Dr,South Charleston,OH,45368,39.931181,-83.659162
Paragould Country Club,3300 Pruetts Chapel Rd,Paragould,AR,72450,36.0381827,-90.5307026
Warrenbrook Pool,500 Warrenville Rd,Warren,NJ,7059,40.6132764,-74.4920191
Ben Hawes Municipal Golf Crse,400 Booth Field Rd,Owensboro,KY,42301,37.7963904,-87.1863997
Golf Ventures Intl,5649 Daisy St,Simi Valley,CA,93063,34.2740875,-118.6815401
River Greens Golf Course,22749 State Route 751,West Lafayette,OH,43845,40.2779348,-81.6960966
Horn Rapids Golf Course,2800 Clubhouse Ln,Richland,WA,99354,46.3239597,-119.3197796
Plantation Golf Club,4720 Plantation Blvd,Leesburg,FL,34748,28.7159378,-81.8782046
Cypress Run Of Florida Llc,2669 Saint Andrews Blvd,Tarpon Springs,FL,34688,28.1589601,-82.7074492
Hamptons Golf Course,320 Butler Farm Rd,Hampton,VA,23666,37.0663692,-76.4027769
Instep International,233 Quail Creek Dr,Hartselle,AL,35640,34.3894749,-86.8589294
Kinross Gold Corporatio,1546 Oak Creek Rd,Aladdin,WY,82710,44.6647772,-104.2114865
Simi Hills Golf Course,5031 Alamo St,Simi Valley,CA,93063,34.2902944,-118.6943412
Ebner Alfred John,1003 Justin Ln Apt 1112,Austin,TX,78757,30.3375229,-97.7220952
Arrowhead State Park Golf Crs,3657 Main Park Rd,Canadian,OK,74425,35.1633891,-95.6298923
Oak Knoll Golf Course,6335 Highway 22,Independence,OR,97351,44.9337797,-123.1594476
Seven Rivers Golf & Country,7395 W Pinebrook St,Crystal River,FL,34429,28.8662761,-82.5570545
New Seabury Country Club,95 Shore Dr,Mashpee,MA,2649,41.5734369,-70.4632869
Badlands Golf Club,3251 E Warm Springs Rd Ste 200,Las Vegas,NV,89120,36.0564167,-115.1031726
Links On The Lake Restaurant,230 Route 129,Alburgh,VT,5440,44.908092,-73.305031
Birkdale Golf Club,8511 Royal Birkdale Dr,Chesterfield,VA,23832,37.3873229,-77.6682178
Prairie Lakes Golf Course,3202 Se 14th St,Grand Prairie,TX,75052,32.6979481,-96.9839488
Tamarack Golf Club,24032 W Royal Worlington Dr,Naperville,IL,60564,41.6908344,-88.2060852
Brookside Golf Course,1518 S Johnson Rd,Gowen,MI,49326,43.2704132,-85.3030381
Sabal Springs Golf-Racquet Clb,3251 Sabal Springs Blvd,North Fort Myers,FL,33917,26.7197509,-81.9022996
Kinston Country Club,1501 Country Club Dr,Kinston,NC,28504,35.276443,-77.599455
Rkg Camps,6942 Lawn Haven Dr,Huntington Beach,CA,92648,33.6822824,-118.0069469
Park Rantoul District,Po Box 650,Rantoul,IL,61866,40.326777,-88.117092
Chambers Bay Golf Club,6320 Grandview Dr W,University Place,WA,98467,47.200063,-122.5689218
Winghaven Country Club,7777 Winghaven Blvd,O Fallon,MO,63368,38.7550421,-90.7447749
Shoreline Golf Course,210 Locust St,Carter Lake,IA,51510,41.2863139,-95.9271332
Keeton Golf Shop,2323 N Jim Miller Rd,Dallas,TX,75227,32.7544442,-96.7079042
Sun Lakes Marketing,550 W Champagne Dr,Chandler,AZ,85248,33.2248006,-111.8492004
Bella Collina Towne & Golf Clb,200 Avenida La Pata,San Clemente,CA,92673,33.4526767,-117.5842653
Members Golf Club At Aldarra,29125 Se Duthie Hill Rd,Sammamish,WA,98075,47.5848762,-121.9548666
Cedar River Golf Course,14927 State Highway 56,Adams,MN,55909,43.5635217,-92.7485275
Minnesota Valley Country Club,6300 Auto Club Rd,Minneapolis,MN,55438,44.793101,-93.363095
Newland Communities,810 Hesters Crossing Rd,Round Rock,TX,78681,30.4856805,-97.6864621
Kissimmee Bay Country Club,2801 Kissimmee Bay Cir,Kissimmee,FL,34744,28.3077614,-81.3277803
Grayson County College,6101 Fm 691,Denison,TX,75020,33.7050974,-96.6341045
Dauphin Highlands Golf Course,650 S Harrisburg St,Harrisburg,PA,17113,40.2275526,-76.8089331
Bryan Golf Course,206 W Villa Maria Rd,Bryan,TX,77801,30.6435476,-96.3581871
East Mountain Golf Course,1458 E Mountain Rd,Westfield,MA,1085,42.1574897,-72.6972885
Bellarmine University,2001 Newburg Rd,Louisville,KY,40205,38.2187146,-85.704243
Comanche Trail Municipal Golf,800 Commanche Park Rd,Big Spring,TX,79720,32.2153904,-101.4814803
Coppertop At Cherokee Hills,5740 Center Rd,Valley City,OH,44280,41.2370128,-81.892834
Pacific Grove Adult Education,1025 Lighthouse Ave,Pacific Grove,CA,93950,36.626601,-121.9282482
Nines Restaurant,100 Summerset Dr,Brentwood,CA,94513,37.9244972,-121.7273943
Pioneers Golf Course,3403 W Van Dorn St,Lincoln,NE,68522,40.7754406,-96.7707634
South Central Publications,6218 S Lewis Ave Ste 200,Tulsa,OK,74136,36.0716136,-95.9586257
Minnesota Valley Club Condo,6100 Auto Club Rd,Minneapolis,MN,55438,44.7943374,-93.361956
Plainfield Country Club,1591 Woodland Ave,Edison,NJ,8820,40.5948683,-74.3897071
Indian Ridge Country Club,76375 Country Club Dr,Palm Desert,CA,92211,33.7572103,-116.3319662
Collier's Reserve Country Club,11711 Colliers Reserve Dr,Naples,FL,34110,26.2875119,-81.7861396
Hidden Valley Country Club,2500 Romar Rd,Salem,VA,24153,37.2618158,-80.04885
Fisher Island Golf Club,1 Fisher Island Dr,Miami Beach,FL,33109,25.7634898,-80.1388022
Ridge Pointe Country Club,2510 Ridgepointe Dr,Jonesboro,AR,72404,35.8120659,-90.7687145
Waterfront Golf & Country Club,275 Anchor Dr,Moneta,VA,24121,37.1026006,-79.660217
Sequoyah State Park,19277 Park 10,Hulbert,OK,74441,35.899252,-95.244004
Eagle Eye Golf Club,15500 Chandler Rd,Bath,MI,48808,42.790512,-84.4847693
Cliffs At Glassy,200 Fire Pink Way,Landrum,SC,29356,35.1482101,-82.3328525
River Cut Golf Course,2850 W Farm Road 190,Springfield,MO,65810,37.1024006,-93.3383158
Barton Hills Country Club,730 Country Club Rd,Ann Arbor,MI,48105,42.3240419,-83.7638398
Founders Club,3001 Founders Club Dr,Sarasota,FL,34240,27.3370925,-82.3940743
Vista View Golf Course,2600 Hennessey Dr,Nashport,OH,43830,40.0351409,-82.0354911
Orchards Golf Club,18 Silverwood Ter,South Hadley,MA,1075,42.2655815,-72.5675277
J C Resorts,533 Coast Blvd S,La Jolla,CA,92037,32.8435858,-117.2792927
Glacier Club New Homes,59042 Glacier Club Dr,Washington,MI,48094,42.7277076,-83.0503299
Hawaii Kai Golf Course,8902 Kalanianaole Hwy,Honolulu,HI,96825,21.2916535,-157.6634057
Gambler Ridge Golf Club,121 Burlington Path Rd,Cream Ridge,NJ,8514,40.1326077,-74.5108132
Golf Club At Pointe West,7500 14th Ln,Vero Beach,FL,32966,27.6293497,-80.4816191
Milwaukee Country Club,8000 N Range Line Rd,River Hills,WI,53217,43.1650111,-87.9446796
Wild Bluff Golf Course,11335 W Lakeshore Dr,Brimley,MI,49715,46.4203376,-84.6049728
Chaska Music Studios,1340 Crystal Ln Unit A,Chaska,MN,55318,44.8011648,-93.5793098
Silverhorn Golf Club,11411 N Kelley Ave,Oklahoma City,OK,73131,35.5850261,-97.4998356
Branch River Country Club,3212 N Union Rd,Reedsville,WI,54230,44.1340521,-87.7701558
Chattanooga City Government,406 Brown Rd,Chattanooga,TN,37421,35.011553,-85.1969316
Hollybrook Golf & Tennis Club,900 S Hollybrook Dr,Pembroke Pines,FL,33025,26.0080952,-80.267703
Danvers Community Ymca,23 Pecunit St,Canton,MA,2021,42.1896369,-71.1364674
Red Hawk Golf Course,350 W Davison Rd,East Tawas,MI,48730,44.3538782,-83.5363376
Scotch Meadow Country Club,8000 Tartan Rd,Laurinburg,NC,28352,34.6913519,-79.5121562
Hail Ridge Golf Course,17511 Highway 87,Boonville,MO,65233,38.9484402,-92.688476
Circling Raven Golf Course,37914 S Highway 95,Worley,ID,83876,47.4278002,-116.9850413
Plantation Country Club,6515 W State St,Boise,ID,83714,43.660851,-116.2724207
Beaver Dam Country Club,W8884 Sunset Dr,Beaver Dam,WI,53916,43.4956304,-88.8464248
Spooner Golf Club,W6120 County Highway H,Spooner,WI,54801,45.844005,-91.8472923
Creek At Qualchan Golf Course,301 E Meadowlane Rd,Spokane,WA,99224,47.6138819,-117.405223
Aspen Golf Worldwide,800 Celebration Ave,Kissimmee,FL,34747,28.3180063,-81.5439185
Pine Hills Country Club,4914 Superior Ave,Sheboygan,WI,53083,43.7615081,-87.7697999
Institute Golf Course,14830 Foothill Ave,Morgan Hill,CA,95037,37.1154243,-121.5894015
Oak Grove Golf Club,1 Oak Grove Dr,New Boston,TX,75570,33.4559428,-94.3377119
Mermaid Swim & Golf Club,1002 Jolly Rd,Blue Bell,PA,19422,40.1474249,-75.2901999
Reading Country Club,5311 Perkiomen Ave,Reading,PA,19606,40.3085665,-75.8449452
Riverview Golf Course,3903 State Route 82,Newton Falls,OH,44444,41.225561,-80.9385
Catalyst Golf Performance,1650 N Throop St,Chicago,IL,60642,41.9124495,-87.660651
Knoll West Country Club,1001 Parsippany Blvd,Parsippany,NJ,7054,40.8719644,-74.420456
Ocean Pines Golf & Country,100 Clubhouse Dr,Berlin,MD,21811,38.3903821,-75.1459358
Sparrow Hawk Golf Course,2618 Seymour Rd,Jackson,MI,49201,42.280315,-84.3720344
Willow Creek Golf Course,205 Sandy Run Dr,Greer,SC,29651,34.8165647,-82.1354284
Meadows Country Club,3101 Longmeadow,Sarasota,FL,34235,27.3643408,-82.4765823
Dove Canyon Country Club,22682 Golf Club Dr,Trabuco Canyon,CA,92679,33.6332324,-117.5683084
Professional Golfers' Assn-Amr,2179 Bahama Rd,Lexington,KY,40509,38.02656,-84.385471
Boot Heel Golf Club,1218 N Ingram Rd,Sikeston,MO,63801,36.9018983,-89.5648139
Packsaddle Ridge Golf Course,3067 Pack Saddle Trl,Keezletown,VA,22832,38.4664785,-78.7648754
Oak Tree Country Club,48 State Line Rd,West Middlesex,PA,16159,41.1332809,-80.5190459
Springbrook Golf Course,141 Us Hwy 202,Leeds,ME,4263,44.2263542,-70.0747187
Country Place Master Cmnty,3123 Flower Field Ln,Pearland,TX,77584,29.5804173,-95.3738287
Bittersweet Golf Club,875 Almond Rd,Gurnee,IL,60031,42.3719953,-87.9814905
Newman Golf Course,2021 W Nebraska Ave,Peoria,IL,61604,40.7114983,-89.631046
Four Seasons Island Resort,N16800 Shoreline Dr,Pembine,WI,54156,45.567075,-87.837302
Colonial Hills Golf Club,1990 Gumtree Rd,Forest,VA,24551,37.377824,-79.2696563
Brookside Par 3 Golf Course,6303 Williamson Rd,Roanoke,VA,24019,37.3342876,-79.9535363
Broken Tee Englewood Golf Crse,2101 W Oxford Ave,Englewood,CO,80110,39.6422026,-105.0167346
Eufaula Country Club,2650 Country Club Rd,Eufaula,AL,36027,31.8871469,-85.1700518
Bay Colony Golf Course,9740 Bentgrass Bnd,Naples,FL,34108,26.2643602,-81.7945801
North Conway Golf Course,76 Norcross Cir,North Conway,NH,3860,44.0506893,-71.1278862
St Petersburg Country Club,2000 Country Club Way S,St Petersburg,FL,33712,27.7313385,-82.6603998
Hostmagik,Po Box 5628,Chula Vista,CA,91912,32.6270599,-117.008084
Selva Marina Country Club,1600 Selva Marina Dr,Atlantic Beach,FL,32233,30.34114,-81.4046379
West Hills Country Club,121 Golf Links Rd,Middletown,NY,10940,41.436093,-74.375136
Fairfield Mountains Property Owners Association In,112 Mountain Blvd,Lake Lure,NC,28746,35.4611283,-82.1897389
Viking Meadows Golf Club,1788 Viking Blvd Ne,Cedar,MN,55011,45.3120377,-93.2258767
Delray Dunes Golf & Country,12005 Dunes Rd,Boynton Beach,FL,33436,26.498585,-80.1158763
Red Fox Run Golf Course,217 5th St,Gwinn,MI,49841,46.3432629,-87.3724813
Moors Golf Club,7877 Moorsbridge Rd,Portage,MI,49024,42.2039669,-85.6325744
Canongate Golf/Sequoia,500 Clubview Dr,Peachtree City,GA,30269,33.3675422,-84.5404903
Desert Springs Golf Course,19900 N Remington Dr,Surprise,AZ,85374,33.6622976,-112.4057508
Arrowhead Golfclub,9150 County Road 2120,Tyler,TX,75707,32.2919013,-95.2393015
Stillmeadow Country Club,1 Stillmeadow Dr,Cincinnati,OH,45245,39.0473442,-84.2694803
Sandhills Links Inc,1900 Highway 544,Conway,SC,29526,33.7628974,-79.0241153
Iron Horse Golf Course,6200 Skylark Cir,North Richland Hills,TX,76180,32.8358676,-97.2542867
Pauma Valley Country Club,15835 Pauma Valley Dr,Pauma Valley,CA,92061,33.3027831,-116.9888954
Parc England Btq Hotel,1628 John F Kennedy Blvd Fl 23,Philadelphia,PA,19103,39.9538453,-75.1676953
Sterling National Country Club,33 Albright Rd,Sterling,MA,1564,42.4532645,-71.7255078
Strawberry Farms Golf Club,11 Strawberry Farm Rd,Irvine,CA,92612,33.6494695,-117.7955032
Valley View Golf Course,2106 State Route 598,Galion,OH,44833,40.7824392,-82.7919491
Swamp Fox Golf,3339 Meadors Rd,Florence,SC,29501,34.1572097,-79.8762815
Mililani Golf Club,95-176 Kuahelani Ave,Mililani,HI,96789,21.454691,-158.0234056
Siena Golf Club,10575 Siena Monte Ave,Las Vegas,NV,89135,36.1075601,-115.3245187
Ellington Ridge Country Club,56 Abbott Rd,Ellington,CT,6029,41.8824195,-72.5001593
Gomil Enterprises Inc,7759 E Main Rd,Le Roy,NY,14482,42.9846285,-77.9609855
Falls Village Golf Course,115 Falls Village Ln,Durham,NC,27703,35.9791963,-78.7757133
Long Prairie Country Club,406 6th St Se,Long Prairie,MN,56347,45.9656404,-94.8527932
Downers Grove Golf Course,6394 New Albany Rd,Lisle,IL,60532,41.7697543,-88.108987
Mink Meadows Golf Club,320 Golf Club Rd,Vineyard Haven,MA,2568,41.4736729,-70.6142363
Boyne Resorts,3951 Charlevoix Rd,Petoskey,MI,49770,45.36063,-85.0216715
Lakeview Golf Course,1630 W 62nd Ave,Merrillville,IN,46410,41.5063419,-87.356578
Swan Lakes Golf Courses,850 N 2200 W,Layton,UT,84041,41.0746346,-112.0010452
New Sensations,235 S Gale Dr Apt 202,Beverly Hills,CA,90211,34.0624357,-118.3743073
Pilgrims Pride Corpora,4845 Us Highway 271 N,Pittsburg,TX,75686,33.0617165,-94.9613693
Orchard Hills Golf Club,14 Pearl Springs Trl,Newnan,GA,30263,33.3405189,-84.7802367
Pga Tour Inc,5100 87th St E,Bradenton,FL,34211,27.4478547,-82.4522335
Golf Tour Trailer Studios,45120 Waxpool Rd,Sterling,VA,20166,39.0087998,-77.4455252
Fords Colony Country Club,240 Fords Colony Dr,Williamsburg,VA,23188,37.304796,-76.7841173
Sand Wedge Cafe At Table Rock,3005 Wilson Rd,Centerburg,OH,43011,40.2888271,-82.7035795
Gavilan Golf Course,5055 Santa Teresa Blvd,Gilroy,CA,95020,36.9666134,-121.562
Hawaii Prince Golf Club,91-1200 Fort Weaver Rd,Ewa Beach,HI,96706,21.3279824,-158.0204344
Point Venture Golf Club,422 Venture Blvd S,Leander,TX,78645,30.383408,-97.9975634
Sugarmill Woods Country Club,1 Douglas St,Homosassa,FL,34446,28.7406463,-82.5362082
Lake Ridge Park Golf Course,12350 Cotton Mill Dr,Woodbridge,VA,22192,38.6923918,-77.3202434
Lost Key Golf Club,625 Lost Key Dr,Pensacola,FL,32507,30.3075589,-87.4358264
Middle Island Country Club,275 Yaphank Middle Island Rd,Middle Island,NY,11953,40.8635544,-72.9120951
Ozark Lakehouse,2615 E 1st St,Long Beach,CA,90803,33.7645917,-118.1614534
Oasis Mesquite Grill & Bar,1205 Desert Canyon Blvd,Orondo,WA,98843,47.7214965,-120.1843693
Penfield Country Club Inc,1784 Jackson Rd,Penfield,NY,14526,43.151426,-77.446972
Crystal Springs Country Club,1 Wild Turkey Way,Hamburg,NJ,7419,41.1614283,-74.5494914
Broad Run Golf & Practice,10201 Golf Academy Dr,Bristow,VA,20136,38.7340979,-77.5376038
Yuma Golf & Country Club,3150 S Fortuna Ave,Yuma,AZ,85365,32.6713051,-114.6076731
River Pines Golf,4775 Old Alabama Rd,Alpharetta,GA,30022,34.0099935,-84.223493
Adobe Dam Family Golf Ctr,3847 W Pinnacle Peak Rd,Glendale,AZ,85310,33.6968591,-112.1428242
Aag Golf Group,1607 W Market St,Anderson,SC,29624,34.5006909,-82.6686187
Cool Springs Golf Course,20770 Kelley Creek Rd,Onaga,KS,66521,39.5043509,-96.17705
Cedar Valley Golf Club,210 Par Ave,Guthrie,OK,73044,35.8712398,-97.5642646
Big Creek Golf Club,Po Box 944,Wakeeney,KS,67672,39.037157,-99.8670229
Mustang Creek Golf Course,1100 Beech St,Taylor,TX,76574,30.5559654,-97.4154509
Ironwood Links,742 N Eifert Rd,Mason,MI,48854,42.6045909,-84.5388587
Neosho City Golf Course,1850 Clubhouse Rd,Neosho,MO,64850,36.8515122,-94.3901431
Hidden Hills Golf Course,6599 S Hidden Hills Dr,Springville,IN,47462,38.9305927,-86.7223233
Bloomfield Country Club,1205 E Franklin St,Bloomfield,IA,52537,40.7535359,-92.3976626
Feather Sound Country Club,2201 Feather Sound Dr,Clearwater,FL,33762,27.898481,-82.664482
Grand Lake Estates Golf Course,18411 Gary Player Dr,Montgomery,TX,77316,30.2798293,-95.6427966
Aquila Golf Inc,8537 Labelle Rd,Beaumont,TX,77705,29.9670652,-94.1665529
Hillcrest Golf Course,4346 Old Hartford Rd,Owensboro,KY,42303,37.728813,-87.077326
Royal Oaks Golf Club,1173 Royal Oaks Dr,Manning,SC,29102,33.70895,-80.1972451
Golf Club At Bradshaw Farms,3030 Bradshaw Club Dr,Woodstock,GA,30188,34.1558826,-84.4459398
Lake Monticello Golf Course,51 Bunker Blvd,Palmyra,VA,22963,37.9010415,-78.3256191
Meadow Links & Golf Academy,10999 Mill Rd,Cincinnati,OH,45240,39.2748874,-84.5476888
Freeport Golf Course,830 Slaughter Rd,Freeport,TX,77541,28.980811,-95.3928169
Pointe South Golf Club,4324 Peach Orchard Rd,Hephzibah,GA,30815,33.3070508,-82.0541812
Oak Run Country Club,10983 Sw 89th Ave,Ocala,FL,34481,29.0591078,-82.2675142
Frp,8641 Holly Ln,Riverside,CA,92504,33.9438476,-117.4424924
Indianola Country Club,1610 Country Club Rd,Indianola,IA,50125,41.378517,-93.565669
Island Green Golf Club,169 Country Club Dr,Republic,MO,65738,37.0805892,-93.4814254
Carolina Shores Golf Club,99 Carolina Shores Dr,Calabash,NC,28467,33.8975774,-78.5846686
Reservation Golf Club,10 Reservation Rd,Mattapoisett,MA,2739,41.6574927,-70.8275135
Sandpiper Golf Club,7925 Hollister Ave,Goleta,CA,93117,34.427372,-119.905756
Ojibwa Golf Club,8140 136th St,Chippewa Falls,WI,54729,44.9603792,-91.3972336
Andree Martin Inc,Po Box 41224,Greensboro,NC,27404,36.09,-79.83
King & Bear Golf Course,1 King And Bear Dr,St Augustine,FL,32092,29.960168,-81.5194613
Irem Country Club,64 Ridgway Dr,Dallas,PA,18612,41.3593908,-75.9742372
Isleworth Country Club,6100 Payne Stewart Dr,Windermere,FL,34786,28.4779032,-81.527097
Boulder Creek Golf Course,N11868 Heron Ln,Bessemer,MI,49911,46.5258992,-90.0677851
Tri-Mountain Golf Course,1701 Nw 299th St,Ridgefield,WA,98642,45.8370275,-122.6881784
Bent Tree Golf Maintenance,350 Bent Tree Rd,Sunbury,OH,43074,40.268872,-82.9011307
Seneca Lake Country Club,226 Turk Rd,Geneva,NY,14456,42.8235563,-76.9777292
River Creek Golf Course,41709 Road 600,Ahwahnee,CA,93601,37.3487129,-119.729976
Simon's,700 Homestead Dr,Midway,UT,84049,40.5235366,-111.4841058
Green Hills Golf Course,500 W Mohawk Rd,Chillicothe,MO,64601,39.8186941,-93.5494367
Communication Strategies,Po Box 5251,Lakeland,FL,33807,27.9525295,-81.9694876
Two Rivers Country Club,1400 Two Rivers Rd,Williamsburg,VA,23185,37.2479198,-76.8701467
Fox Creek Golf Course,36000 7 Mile Rd,Livonia,MI,48152,42.4272858,-83.3980746
Granada Golf Course,2001 Granada Blvd,Coral Gables,FL,33134,25.7527434,-80.2745404
Golf Club At South Hampton,315 S Hampton Club Way,St Augustine,FL,32092,30.046772,-81.5469838
Hawthorns Golf & Country Club,12255 Club Point Dr,Fishers,IN,46037,39.9457528,-85.9482925
Virginia Oaks Golf Club,7950 Virginia Oaks Dr,Gainesville,VA,20155,38.7815035,-77.6143348
Pipestone Golf Course,4344 Benner Rd,Miamisburg,OH,45342,39.6149598,-84.2534418
Ashbury's At Boughton Ridge,335 E Boughton Rd,Bolingbrook,IL,60440,41.7145585,-88.0570448
Kissing Camels Golf Course,4500 Kissing Camels Dr,Colorado Springs,CO,80904,38.883041,-104.8593501
Wildwood Golf Course,3870 Coastal Hwy,Crawfordville,FL,32327,30.1299894,-84.3594237
Riverview Golf & Country Club,4200 Bechelli Ln,Redding,CA,96002,40.5445752,-122.3621844
Bend Golf & Country Club,61045 Country Club Dr,Bend,OR,97702,44.0162415,-121.3040467
Diamondback Golf Club,6501 State Road 544 E,Haines City,FL,33844,28.081062,-81.55662
Spring Valley Country Club,300 Spring Valley Rd,Columbia,SC,29223,34.1069433,-80.9128889
North Forty Golf Course,94777 M 40,Marcellus,MI,49067,42.0736713,-85.824535
Hadley Acres Golf-Country Club,3797 Hadley Rd,Metamora,MI,48455,42.9340405,-83.3980165
Lincoln Valley Golf,1538 235th St,State Center,IA,50247,42.014575,-93.1265527
California Golf Club Sf,844 W Orange Ave,South San Francisco,CA,94080,37.6498722,-122.4379495
Lake Metroparks Pine Ridge,30601 Ridge Rd,Wickliffe,OH,44092,41.6133356,-81.4458686
King Kamehameha Golf Club,2500 Honoapiilani Hwy,Wailuku,HI,96793,20.8312998,-156.5063401
Misty Creek Country Club,8954 Misty Creek Dr,Sarasota,FL,34241,27.2815995,-82.3944535
Timarron Country Club,1400 Byron Nelson Pkwy,Southlake,TX,76092,32.9209516,-97.1360884
Digital Imaging Solutions Inc,1101 N Fulton Ave,Evansville,IN,47710,37.988133,-87.5804226
Decatur Lake Golf Course,N3941 Golf Course Rd,Brodhead,WI,53520,42.648945,-89.409254
Golf Course Superintendent,111 W Vine St,Murfreesboro,TN,37130,35.8447975,-86.3927138
Shelby Oaks Golf Club,9900 Sidney Freyburg Rd,Sidney,OH,45365,40.344028,-84.1319408
Findlay Country Club,1500 Country Club Dr,Findlay,OH,45840,41.0455786,-83.6225119
Lido Catering,255 Lido Blvd,Long Beach,NY,11561,40.5879019,-73.6283708
Fox's Den Golf Course,1221 Irmscher Blvd,Celina,OH,45822,40.5614002,-84.5376221
Bearpath Golf & Country Club,18100 Bearpath Trl,Eden Prairie,MN,55347,44.8464312,-93.500172
Pine Hills Golf Course,3206 W Us Highway 50,Holton,IN,47023,39.0792549,-85.3232855
Bowater Employees Credi,546 Cherry Rd S,Rock Hill,SC,29732,34.9433727,-81.0296832
Touchstone Golf Llc,955 W Vistoso Highlands Dr,Oro Valley,AZ,85755,32.4563615,-110.983589
Ballymeade Country Club,125 Falmouth Woods Rd,East Falmouth,MA,2536,41.6365739,-70.6019597
Hart Ridge Golf,1647 195th St,Manchester,IA,52057,42.5078818,-91.4818796
Fresh Pond Golf Club,691 Huron Ave,Cambridge,MA,2138,42.3812279,-71.1528034
Greenville Country Club,216 Country Club Dr,Greenville,NC,27834,35.5792864,-77.4010922
